LEI,Legal Name_x,Country_x,Status_x,Legal Name_y,Country_y,City,Status_y,Last Update,Next Renewal
4469000001BRDPRXLJ29,ENERGAS DE MEXICO SA DE CV,MX,ACTIVE,,,,,,
4469000001BRDR86H195,JUGOS DEL VALLE S A P I DE CV,MX,ACTIVE,,,,,,
4469000001BRDSZE1S43,ALSOL CONTIGO SA DE CV SOFOM ENR,MX,ACTIVE,,,,,,
4469000001BRDXT8A866,GRUPO INTEGRAL DE DESARROLLO INMOBILIARIO S A P I DE CV,MX,ACTIVE,,,,,,
4469000001BRE082AW12,MCCORMICK DE MEXICO SA DE CV,MX,ACTIVE,,,,,,
4469000001BRE1B8JO84,HERDEZ SA DE CV,MX,ACTIVE,,,,,,
4469000001BRE1WPWF93,ALIMENTOS DEL FUERTE SA DE CV,MX,INACTIVE,,,,,,
4469000001BRE3G5C345,MAGALUF SA DE CV,MX,ACTIVE,,,,,,
4469000001BREX5GWG89,INMOBILIARIA LOMO LOMAS VERDES SA DE CV,MX,ACTIVE,,,,,,
4469000001BRF03CHB29,JARDIN ALEMAN SA DE CV,MX,ACTIVE,,,,,,
4469000001BRF0MOUD28,KRISPY KREME MEXICO S DE RL DE CV,MX,ACTIVE,,,,,,
4469000001BRF0RQZ869,MITSUI DE MEXICO S DE RL DE CV,MX,ACTIVE,,,,,,
4469000001BRF3I9JA32,FINANCIAMIENTO PROGRESEMOS SA DE CV SOFOM ENR,MX,ACTIVE,,,,,,
4469000001BRF3Z2TO58,LOMA LASETEX SA DE CV,MX,ACTIVE,,,,,,
4469000001BRF5306564,INMOBILIARIA TORRE M SA DE CV,MX,ACTIVE,,,,,,
4469000001BRFD9Q5N83,GOBIERNO DEL ESTADO DE SONORA,MX,ACTIVE,,,,,,
4469000001BRFDCRHV51,DISTRIBUIDORA MOYEL SA DE CV,MX,ACTIVE,,,,,,
4469000001BRFELNXD67,MAQUILACERO SA DE CV,MX,ACTIVE,,,,,,
4469000001BRFFI4LY05,EMPRENDEDORES INMOBILIARIOS DELTA SA DE CV,MX,ACTIVE,,,,,,
4469000001BRFGP8NR13,TECNICAS DE FLUIDOS SA DE CV,MX,ACTIVE,,,,,,
4469000001BRFGR9WW29,ABINSA SA DE CV,MX,ACTIVE,,,,,,
4469000001BRFH7ZY426,PROYECTOS INMOBILIARIOS IMPULSO SA DE CV,MX,ACTIVE,,,,,,
4469000001BRFIYT8Z82,AUTOVIA QUERETARO SA DE CV,MX,ACTIVE,,,,,,
4469000001BRGEOQUS63,DIESEL SERVICIOS INDUSTRIALES SA DE CV,MX,ACTIVE,,,,,,
4469000001BRGIKPUC72,COMERCIALIZADORA DE FRECUENCIAS SATELITALES S DE RL DE CV,MX,ACTIVE,,,,,,
4469000001BRGN4EAD82,HISENSE MEXICO S DE RL DE CV,MX,ACTIVE,,,,,,
549300QHPCSDG7L37R76,"BANCO ACTINVER, S.A., INSTITUCIÓN DE BANCA MÚLTIPLE, GRUPO FINANCIERO ACTINVER, AS TRUSTEE OF THE IRREVOCABLE ADMINISTRATIVE TRUST NUMBER 3458",MX,ACTIVE,,,,,,
4469000001BRGWLLZ145,AVANGARD MEXICO S DE RL DE CV,MX,ACTIVE,,,,,,
4469000001BRGYCAGP40,ENERGIA SOLAR DE PONIENTE S DE RL DE CV,MX,ACTIVE,,,,,,
4469000001BRGYUL8H29,INFRAESTRUCTURA ENERGETICA DEL NORTE S DE RL DE CV,MX,ACTIVE,,,,,,
4469000001BRHSUB4J91,COMERCIALIZADORA DE CARNES DE VERACRUZ SA DE CV,MX,ACTIVE,,,,,,
4469000001BRKPEJPJ07,OFFICE DEPOT DE MEXICO SA DE CV,MX,ACTIVE,,,,,,
4469000001BRKQF2MF33,GRUPO GIGANTE S A B DE C V,MX,ACTIVE,,,,,,
4469000001BRKT07P661,ENSAMBLE AGAVERO S. DE P.R. DE R.L.,MX,ACTIVE,,,,,,
4469000001BRKUZ53814,OPERADORA BE GRAND SA DE CV,MX,ACTIVE,,,,,,
4469000001BRKW9P9S84,BE GRAND 1 SA DE CV,MX,ACTIVE,,,,,,
4469000001BRL1WXAM19,VOSS AUTOMOTIVE MEXICO S DE RL DE CV,MX,ACTIVE,,,,,,
4469000001BRL2SM8H69,PIP LATAM SA DE CV,MX,ACTIVE,,,,,,
4469000001BRL4DKLZ72,SPECTRUM BRANDS DE MEXICO SA DE CV,MX,ACTIVE,,,,,,
4469000001BRL55NMR80,DAIDO METAL MEXICO SA DE CV,MX,ACTIVE,,,,,,
4469000001BRL59MZS51,COMPA&IA DE ENERGIA MEXICANA SA DE CV,MX,ACTIVE,,,,,,
4469000001BRL7NFTX57,SAMSUNG ELECTRONICS MEXICO SA DE CV,MX,ACTIVE,,,,,,
4469000001BRLAY64D85,GOBIERNO DEL ESTADO DE OAXACA,MX,ACTIVE,,,,,,
4469000001BRM1J9M658,COMERCIALIZADORA MEXICO AMERICANA S DE RL DE CV,MX,ACTIVE,,,,,,
4469000001BRM58IFF22,CELSOL S A P I DE CV,MX,ACTIVE,,,,,,
4469000001BRM5A4MW77,IMPORTACIONES BLN SA DE CV,MX,ACTIVE,,,,,,
4469000001BRM5Q6PA10,GEODIS MEXICO SA DE CV,MX,ACTIVE,,,,,,
4469000001BRM6AOTD98,TELEVERA RED S A P I DE CV,MX,ACTIVE,,,,,,
4469000001BRM6Z7HX44,ENGORDA TECNIFICADA DE LA LAGUNA SA DE CV,MX,ACTIVE,,,,,,
4469000001BRM7VCVR67,TELECOMVERA HOLDING S A P I DE CV,MX,ACTIVE,,,,,,
4469000001BRMA519P29,IGSA MEDICAL SERVICES SA DE CV,MX,ACTIVE,,,,,,
4469000001BRMA6IHY98,INTEGRADORA DE GANADEROS DE ENGORDA DE LA LAGUNA SA DE CV,MX,ACTIVE,,,,,,
4469000001BRMBBAVL49,DIGRANS SA,MX,ACTIVE,,,,,,
4469000001BRMC7L3Y20,CALKINS BURKE AND ZANNIE DE MEXICO SA DE CV,MX,ACTIVE,,,,,,
4469000001BRMC8B9S32,"FIDEICOMISO F/233 BANCO MONEX, S.A INSTITUCION DE BANCA MULTIPLE, MONEX GRUPO FINANCIERO, DIVISION FIDUCIARIA",MX,ACTIVE,,,,,,
4469000001BRMC8YAC50,ACTIVE LEASING SA DE CV,MX,ACTIVE,,,,,,
4469000001BRMD17HC96,BIOCOMBUSTIBLES INTERNACIONALES SA DE CV,MX,ACTIVE,,,,,,
4469000001BRMD65F672,INGENIERIA Y DESARROLLOS PETROLIFEROS S DE RL DE CV,MX,ACTIVE,,,,,,
4469000001BRME32SV36,SWELL FINANZAS EN MOVIMIENTO SAPI DE CV SOFOM ENR,MX,ACTIVE,,,,,,
4469000001BRMEHB9902,CORPORACION FINANCIERA ATLAS SA DE CV SOFOM ENR,MX,ACTIVE,,,,,,
4469000001BRMNYFRS97,TELEFONICA FINANZAS MEXICO SA DE CV,MX,ACTIVE,,,,,,
4469000001BRMRGT8132,DESARROLLADORA RANMAN SA DE CV,MX,ACTIVE,,,,,,
4469000001BRNKOZ9738,BE GRAND 2 SA DE CV,MX,ACTIVE,,,,,,
4469000001BRNM6EVS73,INVEX ACTIVOS S A P I DE CV,MX,ACTIVE,,,,,,
4469000001BRNM6W2P29,INVEX ARRENDADORA SA DE CV,MX,ACTIVE,,,,,,
4469000001BRNM753D20,EQUIPAMIENTO Y SERVICIO DE AGUA BAHIA DE BANDERAS S A P I DE CV,MX,ACTIVE,,,,,,
4469000001BRNM7EX385,DESARROLLADORA CENTRO ADMINISTRATIVO TLAJOMULCO S A P I DE CV,MX,ACTIVE,,,,,,
4469000001BRNMC8TJ48,CENTRO REGIONAL LAS AMERICAS S DE RL DE CV,MX,ACTIVE,,,,,,
4469000001BRNNKAXW86,OMPI N.A. S DE RL DE CV,MX,ACTIVE,,,,,,
4469000001BRNQDTKK49,DISTRIBUIDORA DE ALIMENTOS TH SA DE CV,MX,ACTIVE,,,,,,
4469000001BRNQP0M538,SUMINISTRO DE AGUA DE QUERETARO SA DE CV,MX,ACTIVE,,,,,,
4469000001BRNRU99A61,RLH PROPERTIES S A B DE C V,MX,ACTIVE,,,,,,
549300MD2S38OH6AIP27,BANCA MIFEL S A MCS CORP FIDEICOMISO 2336/2016,MX,ACTIVE,,,,,,
4469000001BRNZB0LL61,CALLE CORAZON RETAIL S DE RL DE CV,MX,ACTIVE,,,,,,
4469000001BRNZF3Z680,METEPEC RETAIL SHOPS S DE RL DE CV,MX,ACTIVE,,,,,,
4469000001BRNZKQMB04,TREFO CERVANTES SAAVEDRA SA DE CV,MX,ACTIVE,,,,,,
4469000001BRO1EKEZ89,PH RETAIL SHOPS S DE RL DE CV,MX,ACTIVE,,,,,,
4469000001BROYV88R48,COMERCIALIZADORA FARMACEUTICA DE CHIAPAS S A P I DE CV,MX,ACTIVE,,,,,,
4469000001BRP1KISL53,DESARROLLADORA MEXICANA DE INMUEBLES SA DE CV,MX,ACTIVE,,,,,,
4469000001BRP1X08B88,GOBIERNO DEL ESTADO DE MEXICO,MX,ACTIVE,,,,,,
4469000001BRP3QPXE32,CIBANCO SA IBM CIB/2590,MX,ACTIVE,,,,,,
4469000001BRPA5W3765,EMPRESAS MATCO SA DE CV,MX,ACTIVE,,,,,,
4469000001BRPE1LCM61,DESARROLLADORA PUERTA BOSQUES RESIDENCIAL SA DE CV,MX,ACTIVE,,,,,,
4469000001BRPH0S5441,TEXTILES BUCAY SA DE CV,MX,ACTIVE,,,,,,
4469000001BRPHNAWO70,ABASTECEDORA DE COCHES SA DE CV,MX,ACTIVE,,,,,,
4469000001BRPO54T110,INMOBILIARIA CANORAS SA DE CV,MX,ACTIVE,,,,,,
4469000001BRPQGGH316,ROECHLING AUTOMOTIVE MEXICO S DE RL DE CV,MX,ACTIVE,,,,,,
894500H6I57RHBFYBZ07,DESARROLLADORA SIERRA MADRE,MX,ACTIVE,,,,,,
4469000001BRQF3KPH76,"BANCO VE POR MAS, SA FIDEICOMISO 442",MX,ACTIVE,,,,,,
4469000001BRQHNMJG31,FIDEICOMISO IRREVOCABLE DE ADMINSTRACION NO. CIB/2306,MX,ACTIVE,,,,,,
4469000001BRQJSCTX45,DEUTSCHE BANK MEXICO S A F/1554,MX,ACTIVE,,,,,,
4469000001BRQK1HK588,SAMSUNG ELECTRONICS DIGITAL APPLIANCES MEXICO SA DE CV,MX,ACTIVE,,,,,,
4469000001BRQKG5JK62,F/1622 FIBRA MACQUARIE MEXICO,MX,ACTIVE,,,,,,
4469000001BRQLLL3V41,PROMOCIONES Y SERVICIOS POLANCO SA DE CV,MX,ACTIVE,,,,,,
4469000001BRQLQPOE54,AVANTE 40 SA DE CV,MX,ACTIVE,,,,,,
4469000001BRQLYUAA88,CONCESIONARIA DE VIAS IRAPUATO QUERETARO SA DE CV,MX,ACTIVE,,,,,,
4469000001BRQMEW5P34,FEMA DESARROLLOS SA DE CV,MX,ACTIVE,,,,,,
4469000001BRQNA5SS20,GRUPO ADO SA DE CV,MX,ACTIVE,,,,,,
4469000001BRQNMH0J29,AKZO NOBEL AUTOMOTIVE AND AEROSPACE COATINGS MEXICO SA DE CV,MX,ACTIVE,,,,,,
4469000001BRQNRZG807,FIDEICOMISO EMPRESARIAL CIB/2414,MX,ACTIVE,,,,,,
4469000001BRQOMDR960,FIDEICOMISO IRREVOCABLE DE ADMINISTRACION Y FUENTE DE PAGO CIB/2599,MX,ACTIVE,,,,,,
4469000001BRQPB4L714,ABASTECEDORA DE COMBUSTIBLES DEL PACIFICO SA DE CV,MX,ACTIVE,,,,,,
4469000001BRQRPKCV33,QUESERIA DOS LAGUNAS SA DE CV,MX,ACTIVE,,,,,,
4469000001BRR0BB0T27,CONSTRUCCIONES MS SA DE CV,MX,ACTIVE,,,,,,
4469000001BRUPKAIJ06,BE GRAND HOLDING SA DE CV,MX,ACTIVE,,,,,,
4469000001BRUPY69173,INPROFE SA DE CV,MX,ACTIVE,,,,,,
4469000001BRUQ5B0434,INVERSIONES EN DESARROLLOS URBANOS SA DE CV,MX,ACTIVE,,,,,,
4469000001BRURJDYH61,IRKON HOLDINGS SA DE CV,MX,ACTIVE,,,,,,
4469000001BRUT6B3Q27,GRUPO LANCEDO S A P I DE CV,MX,ACTIVE,,,,,,
4469000001BRUU1FH531,IDU INSURGENTES SA DE CV,MX,ACTIVE,,,,,,
4469000001BRUU5RD528,CASA LEY S A P I DE CV,MX,ACTIVE,,,,,,
4469000001BRUVIL1R36,GRUPO MONTEBLANCO SA DE CV,MX,ACTIVE,,,,,,
4469000001BRUVU8BJ53,CANON MEXICANA S DE RL DE CV,MX,ACTIVE,,,,,,
4469000001BRUWEU9N18,EOLICA CHINAMPAS S A P I DE CV,MX,ACTIVE,,,,,,
4469000001BRUWFNJH05,HOTEL PARQUE SANTA FE SA DE CV,MX,ACTIVE,,,,,,
4469000001BRUX1I5O23,DESARROLLOS CABCAR S A P I DE CV,MX,ACTIVE,,,,,,
4469000001BRUXS5KS13,AMX BAJA HOLDINGS S DE RL DE CV,MX,ACTIVE,,,,,,
4469000001BRUXY1XS33,INMOBILIARIA BE GRAND SA DE CV,MX,ACTIVE,,,,,,
4469000001BRUYH1M837,DESARROLLADORA HOTELERA DE LA RIVIERA SA DE CV,MX,ACTIVE,,,,,,
4469000001BRUZV62087,NISSIN MANUFACTURA DE MEXICO SA DE CV,MX,ACTIVE,,,,,,
4469000001BRV42EH364,BOSAL MEXICO SA DE CV,MX,ACTIVE,,,,,,
4469000001BRW53NE811,INDUSTRIAS SOLA BASIC SA DE CV,MX,ACTIVE,,,,,,
4469000001BRW6NAFB87,AZTECAVO S A P I DE CV,MX,ACTIVE,,,,,,
4469000001BRW6R8T741,EXEDY DYNAX MEXICO SA DE CV,MX,ACTIVE,,,,,,
4469000001BRW7T5M407,GTA AMBIENTAL S DE RL DE CV,MX,ACTIVE,,,,,,
4469000001BRWAVH5O85,GRUPO ACERERO SA DE CV,MX,ACTIVE,,,,,,
4469000001BRWCA0D451,PRODUCTOS MAVER SA DE CV,MX,ACTIVE,,,,,,
4469000001BRWCP0R596,GOBIERNO DEL ESTADO DE DURANGO,MX,ACTIVE,,,,,,
4469000001BRWH0AH557,YOROZU MEXICANA SA DE CV,MX,ACTIVE,,,,,,
4469000001BRWJS8OZ50,AUTOVIA TEXCOCO ZACATEPEC S A P I DE CV,MX,ACTIVE,,,,,,
4469000001BRWKCLGD53,BEPENSA SA DE CV,MX,ACTIVE,,,,,,
4469000001BRWOS2HF68,METROPOLIS LAGO ALBERTO SA DE CV,MX,ACTIVE,,,,,,
4469000001BRWPDYWA17,INMOBILIARIA CAREDO SA DE CV,MX,ACTIVE,,,,,,
4469000001BRWPIGS027,FYPASA CONSTRUCCIONES SA DE CV,MX,ACTIVE,,,,,,
4469000001BRWPOT1186,COMPAÑIA EOLICA DE TAMAULIPAS SA DE CV,MX,ACTIVE,,,,,,
4469000001BRWSJKRS44,CENTRO DE PROMOCIONES LOS CABOS SAN LUCAS SA DE CV,MX,ACTIVE,,,,,,
4469000001BRXJGG4P40,TREFO QUERETARO LA VICTORIA SA DE CV,MX,ACTIVE,,,,,,
4469000001BRXJM2WM48,TRESALIA PARQUES SA DE CV,MX,ACTIVE,,,,,,
4469000001BRXJOLE031,TREFO PROVIDENCIA SA DE CV,MX,ACTIVE,,,,,,
4469000001BRXJP56854,TREFO DESIERTO DE LOS LEONES SA DE CV,MX,ACTIVE,,,,,,
4469000001BRXJPN1W90,INMUEBLES ABEL S A P I DE CV,MX,ACTIVE,,,,,,
4469000001BRXJQ2R064,TRESALIA CAMPANARIO SA DE CV,MX,ACTIVE,,,,,,
4469000001BRXJQJEU06,ABILIA SUR S DE RL DE CV,MX,ACTIVE,,,,,,
4469000001BRXJRH7V39,DESARROLLO Y ADMINISTRACION DE INMUEBLES DEL CENTRO SA DE CV,MX,ACTIVE,,,,,,
4469000001BRXKRAI057,TRESALIA TLATELOLCO SA DE CV,MX,ACTIVE,,,,,,
4469000001BRXLR2MI90,LIBRAMIENTO CIUDAD OBREGON S A P I DE CV,MX,ACTIVE,,,,,,
4469000001BRXSV0JO96,GRUPO COMERCIAL CHEDRAUI S A B DE C V,MX,ACTIVE,,,,,,
4469000001BRXT6KR790,PROMOCION Y ADMINISTRACION DE CARTERA INMOBILIARIA SA DE CV,MX,ACTIVE,,,,,,
4469000001BRXTU6YW11,FINANCIERA BAJIO SA DE CV SOFOM ER,MX,ACTIVE,,,,,,
549300P3WMZB8P8PE007,FONDO DE OPERACION Y FINANCIAMIENTO BANCARIO A LA VIVIENDA,MX,ACTIVE,,,,,,
4469000001BRXVIC3I64,ORGANIZACION SORIANA S A B DE C V,MX,ACTIVE,,,,,,
4469000001BRY1F97M16,FIDEICOMISO F/1767,MX,ACTIVE,,,,,,
4469000001BRY6O1FQ08,GANADEROS PRODUCTORES DE LECHE PURA S A P I DE CV,MX,ACTIVE,,,,,,
4469000001BRY8EXYG95,BLAZKI SA DE CV,MX,ACTIVE,,,,,,
4469000001BRZ1A9Z166,ESTAFETA CARGA AEREA SA DE CV,MX,ACTIVE,,,,,,
4469000001BRZ2N58273,CONCESIONARIA DE AUTOPISTAS DE MORELOS SA DE CV,MX,ACTIVE,,,,,,
4469000001BRZ2WPF519,SUMITOMO CORPORATION DE MEXICO SA DE CV,MX,ACTIVE,,,,,,
4469000001BRZ3GVP182,GRUPO DAISA SA DE CV,MX,ACTIVE,,,,,,
4469000001BRZ3WZVD23,FINANCIERA ALFIL SA DE CV SOFOM ENR,MX,ACTIVE,,,,,,
4469000001BRZ4EH1K10,SERVICIOS COMERCIALES DE ENERGIA SA DE CV,MX,ACTIVE,,,,,,
4469000001BRZ55LLW24,INTERCAM FONDO DINAMICO S.A. DE C.V. FONDO DE INVERSION DE RENTA VARIABLE,MX,ACTIVE,,,,,,
4469000001BRZ5WV1K64,SU PRESTADORA DE SERVICIOS MEXICANA S A P I DE CV,MX,ACTIVE,,,,,,
4469000001BRZ66Z1B86,"BANSI, S.A. INSTITUCION DE BANCA MULTIPLE, DEPTO FIDUCIARIO FID 1574-9",MX,ACTIVE,,,,,,
4469000001BRZ67ZXV24,AUTOBUSES DE LA PIEDAD SA DE CV,MX,ACTIVE,,,,,,
4469000001BRZ8B11852,VITALMEX INTERNACIONAL SA DE CV,MX,ACTIVE,,,,,,
4469000001BRZ8DPRF65,AQUOS EL REALITO SA DE CV,MX,ACTIVE,,,,,,
4469000001BRZ8GJ0U06,RENOVA ATLATEC SA DE CV,MX,ACTIVE,,,,,,
4469000001BRZ8VKHI84,+ TASA ACTIVO S.A. DE C.V. FONDO DE INVERSION DE RENTA VARIABLE,MX,ACTIVE,,,,,,
4469000001BRZ8WO2U68,+ TASA LARGO PLAZO S.A. DE C.V. FONDO DE INVERSION EN INSTRUMENTOS DE DEUDA,MX,ACTIVE,,,,,,
4469000001BRZ8XFHU21,+TASA MX SOCIEDAD ANONIMA DE CAPITAL VARIABLE FONDO DE INVERSION EN INSTRUMENTOS DE DEUDA,MX,ACTIVE,,,,,,
4469000001BRZ8Z91754,+ TASA PREVISIONAL SA DE CV FONDO DE INVERSION EN INSTRUMENTOS DE DEUDA,MX,ACTIVE,,,,,,
4469000001BRZ8ZPCW16,+ TASA US SA DE CV FONDO DE INVERSION EN INSTRUMENTOS DE DEUDA,MX,ACTIVE,,,,,,
4469000001BRZ9073S94,+ TASA SA DE CV FONDO DE INVERSION EN INSTRUMENTOS DE DEUDA,MX,ACTIVE,,,,,,
4469000001BRZ9H0Y557,TRANS-ENERGETICOS SA DE CV,MX,ACTIVE,,,,,,
4469000001BRZ9KQP997,ENERGETICOS INTERNACIONALES SA DE CV,MX,ACTIVE,,,,,,
4469000001BRZ9LNW593,ASFALTOS ENERGEX SA DE CV,MX,ACTIVE,,,,,,
4469000001BRZ9O6KW47,"BANCO MONEX, S.A. INSTITUCION DE BANCA MULTIPLE MONEX GRUPO FINANCIERO F/4257",MX,ACTIVE,,,,,,
4469000001BRZBPHE286,"F/3842 ALUMBRADO CITADINO SA DE CV, BANCO MONEX",MX,ACTIVE,,,,,,
4469000001BRZEPP0387,AUTOPISTA URBANA SIERVO DE LA NACION S A P I DE CV,MX,ACTIVE,,,,,,
4469000001BRZF3CSJ20,MEXICANA DE TECNICOS EN AUTOPISTAS SA DE CV,MX,ACTIVE,,,,,,
4469000001BRZG4Y6F87,REFINADOS DEL GOLFO SA DE CV,MX,ACTIVE,,,,,,
4469000001BRZIJWDR92,EXCAVACIONES DIRECCIONALES DE LA LAGUNA SA DE CV,MX,ACTIVE,,,,,,
4469000001BRZISIDI59,GRUPO FARMACOS ESPECIALIZADOS SA DE CV,MX,ACTIVE,,,,,,
4469000001BRZJ842093,COMARKET SA DE CV,MX,ACTIVE,,,,,,
4469000001BS0ECBJR38,EDUCA INVENTIA SA DE CV,MX,ACTIVE,,,,,,
4469000001BS0HND1E54,ALTO CONCEPTO EN ADMINISTRACION INMOBILIARIO SA DE CV,MX,ACTIVE,,,,,,
4469000001BS0JBB1142,POSCO MEXICO SA DE CV,MX,ACTIVE,,,,,,
4469000001BS0JLC6D89,CONSTRUCTORA VERTEX SA DE CV,MX,ACTIVE,,,,,,
4469000001BS0KGJV520,FIDEICOMISO EMPRESARIAL F/1562 DE DEUTSCHE BANK MEXICO SA,MX,ACTIVE,,,,,,
4469000001BS0N01FY77,MONTEPIO LUZ SAVIÑON IAP,MX,ACTIVE,,,,,,
4469000001BS0PSXC106,VISUALIZACION Y CONTROL INDUSTRIAL SA DE CV,MX,ACTIVE,,,,,,
4469000001BS0PUVRN60,CEVASEG S A P I DE CV,MX,ACTIVE,,,,,,
4469000001BS0Q995Z59,RESTAURANTES TOKS SA DE CV,MX,ACTIVE,,,,,,
4469000001BS0UYG5502,PARQUE EOLICO REYNOSA III S A P I DE CV,MX,ACTIVE,,,,,,
4469000001BS0XFGC218,ORGANIZACION HERPA SA DE CV,MX,ACTIVE,,,,,,
4469000001BS4M68Q059,DIAVAZ GAS SA DE CV,MX,ACTIVE,,,,,,
4469000001BS4OZMHB67,JTEKT AUTOMOTIVE MEXICO SA DE CV,MX,ACTIVE,,,,,,
4469000001BS4S3GS724,BANCOPPEL S.A. INSTITUCION DE BANCA MULTIPLE,MX,ACTIVE,,,,,,
4469000001BS4TKKWA86,MULTIGAS SA DE CV,MX,ACTIVE,,,,,,
4469000001BS4UQPVX35,THERMOGAS SA DE CV,MX,ACTIVE,,,,,,
4469000001BS4W4K4Y84,SECRETS HOTELS AND RESORTS SA DE CV,MX,ACTIVE,,,,,,
4469000001BS4WN3I604,DEUTSCHE BANK MEXICO SA F/1748,MX,ACTIVE,,,,,,
4469000001BS4XJLY336,TRANSPORTES ESPECIALES DEL CARIBE SA DE CV,MX,ACTIVE,,,,,,
4469000001BS53YBD124,EOLICA TRES MESAS S DE RL DE CV,MX,ACTIVE,,,,,,
4469000001BS560YGH60,GOBIERNO DEL ESTADO DE HIDALGO,MX,ACTIVE,,,,,,
4469000001BS56BXD372,D-27 ACTINVER S.A.F/1946,MX,ACTIVE,,,,,,
4469000001BS56DDFN25,"FIDEICOMISO F/234 BANCO MONEX, S.A INSTITUCION DE BANCA MULTIPLE, MONEX GRUPO FINANCIERO",MX,ACTIVE,,,,,,
4469000001BS56EV7U76,MARHNOS VIVIENDA S A P I DE CV,MX,ACTIVE,,,,,,
4469000001BS56L26S48,AGROINDUSTRIAS QUESADA S DE RL DE CV,MX,ACTIVE,,,,,,
4469000001BS5820HN09,GRUPO FONDERIA SA DE CV,MX,ACTIVE,,,,,,
4469000001BS5AZNNJ16,CERREY SA DE CV,MX,ACTIVE,,,,,,
4469000001BS5DY65174,CAVALTA CORPORATION S A P I DE CV,MX,ACTIVE,,,,,,
4469000001BS64CRPU98,VANTAGE CAPITAL S DE RL DE CV,MX,ACTIVE,,,,,,
4469000001BS64I86C56,GRUPO NURBAN DE MEXICO TERRENOS SA DE CV,MX,ACTIVE,,,,,,
4469000001BS65JABY55,PERFILES LM SA DE CV,MX,ACTIVE,,,,,,
4469000001BS682KNW51,ADMINISTRADORA COACALCO SA DE CV,MX,ACTIVE,,,,,,
4469000001BS68CMA677,"FIDEICOMISO F/418 BANCO MONEX, S.A INSTITUCION DE BANCA MULTIPLE, MONEX GRUPO FINANCIERO",MX,ACTIVE,,,,,,
4469000001BS68HBY955,PROMOTORA TURISTICA PUNTA BETE S A P I DE CV,MX,ACTIVE,,,,,,
4469000001BS68IY0333,HELVEX SA DE CV,MX,ACTIVE,,,,,,
4469000001BS6A6O9365,GOBIERNO DEL ESTADO DE BAJA CALIFORNIA,MX,ACTIVE,,,,,,
4469000001BS6AE5WL32,OPERADORA DE NEGOCIOS E INMOBILIARIA AURORA SA DE CV,MX,ACTIVE,,,,,,
4469000001BS6AYZFP68,DISTRIBUIDORA DE BICICLETAS BENOTTO SA DE CV,MX,ACTIVE,,,,,,
4469000001BS6B603745,GRUPO TRAXION S A B DE C V,MX,ACTIVE,,,,,,
4469000001BS6BRKEB72,EMPACADORA CELAYA SA DE CV,MX,ACTIVE,,,,,,
4469000001BS6CJ7T186,GRUPO MONTEBLANCO MB SA DE CV,MX,ACTIVE,,,,,,
4469000001BS6D43GJ77,ABT3 SA DE CV,MX,ACTIVE,,,,,,
4469000001BS6JEW7853,GLOBAL PLASTIC SA DE CV,MX,ACTIVE,,,,,,
4469000001BS6LG8FL63,PARQUE SOLAR OREJANA S DE RL DE CV,MX,ACTIVE,,,,,,
4469000001BS6M433407,INDUSTRIALIZADORA DE CARNICOS STRATTEGA SA DE CV,MX,ACTIVE,,,,,,
4469000001BS6MLVM687,INTERCAM FONDOS SA DE CV SOCIEDAD OPERADORA DE FONDOS DE INVERSION INTERCAM GRUPO FINANCIERO,MX,ACTIVE,,,,,,
4469000001BS6MM9HR92,KOBREX SA DE CV,MX,ACTIVE,,,,,,
4469000001BS6OK96P39,UNION DE CREDITO INDUSTRIAL Y AGROPECUARIO DE LA LAGUNA SA DE CV,MX,ACTIVE,,,,,,
4469000001BS6OVZ5992,COMPAÑIA EOLICA LA MESA SA DE CV,MX,ACTIVE,,,,,,
4469000001BS6PZW7Q47,HOSPITEN MEXICO SA DE CV,MX,ACTIVE,,,,,,
4469000001BS6QS4WI12,PARQUE SOLAR SANTA MARIA SAPI DE CV,MX,ACTIVE,,,,,,
4469000001BS7IYWO553,CENTROS CULTURALES DE MEXICO AC,MX,ACTIVE,,,,,,
4469000001BS7IZWS260,GRUPO INDUSTRIAL SWEETS SA DE CV,MX,ACTIVE,,,,,,
4469000001BS7KSIJ702,TRACSA S A P I DE CV,MX,ACTIVE,,,,,,
4469000001BS7L3IV195,GANADERA GILIO DEL NORTE SA DE CV,MX,ACTIVE,,,,,,
4469000001BS7M3RM156,UNICREDIT SA DE CV SOFOM ENR,MX,ACTIVE,,,,,,
4469000001BS7MOX4566,OLAM AGRO MEXICO SA DE CV,MX,ACTIVE,,,,,,
4469000001BS7N3TCG50,KIDZANIA DE MEXICO SA DE CV,MX,ACTIVE,,,,,,
4469000001BS7PUWZ580,ACEROMEX SA DE CV,MX,ACTIVE,,,,,,
4469000001BS7QNW0P16,EOLICA TRES MESAS 2 S DE RL DE CV,MX,ACTIVE,,,,,,
4469000001BS7QS0NF11,AN GLOBAL IT S A P I DE CV,MX,ACTIVE,,,,,,
4469000001BS7R1A2X36,ILAS MEXICO SA DE CV,MX,ACTIVE,,,,,,
4469000001BS7RNB7X39,NUPLEN COMERCIALIZADORA SA DE CV,MX,ACTIVE,,,,,,
4469000001BS7RSIUP92,AKSI HERRAMIENTAS SA DE CV,MX,ACTIVE,,,,,,
4469000001BS7S0V7O63,FARMACEUTICOS MAYPO SA DE CV,MX,ACTIVE,,,,,,
